date,min_lat,max_lat,min_lon,max_lon,avg_brightness,avg_confidence
2025-01-01 00:34:00,19.39495,19.41392,-155.29747,-155.27597,415.0725,97.625
2025-01-01 03:17:00,29.7495,29.7495,-90.416,-90.416,302.9,52.0
2025-01-01 03:19:00,33.30892,35.65184,-89.93649,-89.34343,304.415,54.0
2025-01-01 08:09:00,19.39508,19.41681,-155.35301,-155.26465,371.948,89.0
2025-01-01 09:21:00,28.85614,28.85614,-100.5233,-100.5233,306.99,70.0
2025-01-01 12:42:00,19.39563,19.41992,-155.2964,-155.26683,373.87111111111113,87.77777777777777
2025-01-01 15:20:00,29.78999,35.3684,-84.44175,-79.02874,310.73,64.125
2025-01-01 15:22:00,26.59248,26.59428,-80.48495,-80.47393,316.32000000000005,75.0
2025-01-01 16:56:00,34.47309,34.47309,-95.67382,-95.67382,304.41,59.0
2025-01-01 16:58:00,27.75121,33.41573,-110.86118,-97.14083,303.58,43.333333333333336
2025-01-01 20:18:00,19.39551,19.41518,-155.29839,-155.27272,402.9099999999999,97.5
2025-01-01 20:21:00,28.93746,32.90779,-96.81946,-83.36761,308.4324590163934,59.63934426229508
2025-01-01 20:23:00,32.37865,38.48625,-98.46587,-89.20659,309.5978947368421,63.1578947368421
2025-01-01 20:25:00,42.67677,42.67677,-99.97244,-99.97244,356.28,74.0
2025-01-02 01:13:00,19.38945,19.39865,-155.28918,-155.28287,435.805,90.5
2025-01-02 07:11:00,19.39234,19.41595,-155.36296,-155.25757,368.19,87.72727272727273
2025-01-02 13:22:00,19.40697,19.44535,-155.28706,-155.26562,391.8557142857143,88.85714285714286
2025-01-02 15:56:00,41.63481,41.63481,-87.13457,-87.13457,302.53,46.0
2025-01-02 15:58:00,32.08703,34.48515,-95.67511,-80.45637,306.0966666666667,60.333333333333336
2025-01-02 16:00:00,30.38616,30.97202,-97.87604,-84.34445,309.5089999999999,60.6
2025-01-02 17:38:00,32.60754,32.64177,-114.62859,-114.52703,326.38,79.0
2025-01-02 19:19:00,26.82271,27.37386,-81.65736,-81.57243,316.13000000000005,60.333333333333336
2025-01-02 19:21:00,27.97215,34.85807,-87.66869,-79.11588,313.1514049586777,64.7603305785124
2025-01-02 20:59:00,30.78159,33.52769,-104.78474,-96.66078,307.2622222222222,57.55555555555556
2025-01-02 21:01:00,36.36055,36.36055,-101.14362,-101.14362,301.39,47.0
2025-01-03 00:13:00,19.38587,19.4202,-155.30539,-155.27286,422.0955555555555,92.22222222222223
2025-01-03 03:00:00,32.04654,32.04654,-86.08712,-86.08712,301.4,41.0
2025-01-03 04:40:00,34.36195,34.36195,-111.04777,-111.04777,305.77,66.0
2025-01-03 07:52:00,19.39621,19.41728,-155.3233,-155.27232,361.7572727272728,84.45454545454545
2025-01-03 12:23:00,19.39784,19.42829,-155.30969,-155.24759,347.55833333333334,86.33333333333333
2025-01-03 15:03:00,27.28773,34.30719,-84.44391,-79.87589,305.3885714285713,53.92857142857143
2025-01-03 15:05:00,26.41479,26.71884,-81.33475,-80.50958,314.628,67.0
2025-01-03 16:39:00,30.28434,34.47397,-101.85541,-91.25126,310.51818181818186,58.63636363636363
2025-01-03 19:59:00,26.42916,29.78932,-82.58882,-80.94302,313.274,67.86666666666666
2025-01-03 20:01:00,19.39584,35.96696,-155.30482,-80.87917,315.9531063829788,64.95744680851064
2025-01-03 20:04:00,37.06105,39.09782,-94.71033,-92.08859,306.09749999999997,57.75
2025-01-03 21:40:00,34.34803,34.35897,-111.06583,-111.05246,323.625,78.25
2025-01-03 21:42:00,35.63279,35.63279,-120.38076,-120.38076,301.14,40.0
2025-01-04 00:54:00,19.40377,19.40377,-155.26581,-155.26581,323.99,37.0
2025-01-04 03:38:00,29.44047,29.44429,-97.08893,-96.99166,304.36,58.0
2025-01-04 05:18:00,34.34983,34.36547,-111.08292,-111.05298,311.9525,80.5
2025-01-04 05:20:00,39.48363,39.48363,-121.24028,-121.24028,300.31,24.0
2025-01-04 09:41:00,34.35959,34.37124,-111.05463,-111.04778,307.085,63.0
2025-01-04 13:03:00,19.39855,19.41912,-155.29445,-155.2726,336.8444444444445,90.55555555555556
2025-01-04 15:39:00,34.30576,34.88304,-87.07959,-81.36483,305.0033333333334,57.0
2025-01-04 15:41:00,26.65855,33.61671,-91.73127,-80.55604,309.05176470588236,59.705882352941174
2025-01-04 17:19:00,31.49786,34.36252,-111.06209,-102.63541,320.75555555555553,67.22222222222223
2025-01-04 20:40:00,19.40194,31.21407,-155.30312,-88.5184,329.53000000000003,69.57142857142857
2025-01-04 20:42:00,32.01499,32.59086,-96.46955,-96.12164,307.895,54.5
2025-01-05 02:42:00,34.30818,34.30818,-84.41926,-84.41926,305.12,63.0
2025-01-05 04:21:00,34.34232,34.3622,-111.07813,-111.05231,315.86428571428576,61.57142857142857
2025-01-05 07:35:00,19.39952,19.41627,-155.29555,-155.27405,345.41857142857145,94.0
2025-01-05 10:21:00,34.35521,34.35698,-111.05985,-111.04918,335.45,100.0
2025-01-05 14:44:00,26.62532,26.78284,-81.56254,-80.45611,309.53166666666664,67.0
2025-01-05 16:22:00,28.0584,29.77318,-97.43186,-92.23133,306.1433333333333,54.333333333333336
2025-01-05 19:40:00,26.65514,26.65514,-80.72126,-80.72126,312.2,63.0
2025-01-05 19:42:00,19.39464,33.72637,-155.29597,-79.74114,319.9,68.875
2025-01-05 21:22:00,32.74986,34.34987,-115.71497,-110.44449,327.592,69.6
2025-01-06 00:34:00,19.39667,20.85065,-156.49789,-155.2775,352.65999999999997,82.6
2025-01-06 04:59:00,34.3418,34.3629,-111.09007,-111.03822,320.6,91.0
2025-01-06 08:11:00,19.40318,19.41164,-155.28799,-155.28017,318.48,88.5
2025-01-06 09:24:00,28.05831,31.50336,-102.64034,-97.43874,308.97,69.5
2025-01-06 11:00:00,34.34058,34.34058,-111.03147,-111.03147,301.74,44.0
2025-01-06 12:44:00,19.40689,19.40689,-155.28186,-155.28186,301.11,14.0
2025-01-06 15:24:00,26.50572,28.97793,-82.05769,-80.59974,316.44800000000004,64.7
2025-01-06 16:58:00,41.05836,41.40486,-96.5081,-94.33704,310.29999999999995,23.0
2025-01-06 17:00:00,34.34063,36.27449,-111.03657,-99.02256,312.7,60.666666666666664
2025-01-06 17:02:00,31.20293,32.36918,-109.93583,-101.83192,304.4375,58.5
2025-01-06 18:38:00,36.14185,36.1502,-121.072,-121.06966,301.72,33.0
2025-01-06 20:18:00,26.05271,26.05271,-98.06977,-98.06977,306.85,64.0
2025-01-06 20:21:00,19.40952,34.38372,-155.28683,-93.283,316.32277777777773,56.111111111111114
2025-01-06 20:23:00,36.27493,41.41121,-99.02647,-94.34003,306.294,46.0
2025-01-06 22:01:00,34.33084,39.69529,-122.31168,-111.03773,318.6884615384615,71.76923076923077
2025-01-07 04:01:00,34.32779,34.33529,-111.05865,-111.02412,312.82666666666665,33.0
2025-01-07 07:13:00,19.39839,19.41559,-155.29578,-155.26892,317.288,87.8
2025-01-07 08:24:00,33.01186,33.01186,-79.8794,-79.8794,308.98,76.0
2025-01-07 13:25:00,19.40431,19.41617,-155.2841,-155.26387,319.785,83.5
2025-01-07 16:02:00,29.60574,36.29126,-95.68959,-82.6511,305.40999999999997,56.6
2025-01-07 16:05:00,28.44417,30.31771,-99.87668,-94.11865,304.85,54.6
2025-01-07 17:36:00,46.79156,46.79156,-109.16106,-109.16106,347.89,71.0
2025-01-07 17:38:00,34.33182,36.14939,-121.07908,-111.04894,305.78999999999996,50.333333333333336
2025-01-07 17:41:00,32.9461,32.94823,-113.31734,-113.30472,306.985,62.5
2025-01-07 19:21:00,26.14118,31.2164,-86.30646,-80.57483,325.68774193548387,71.58064516129032
2025-01-07 19:23:00,31.13628,35.4424,-88.30212,-76.77462,309.6836666666666,62.9
2025-01-07 20:59:00,28.73761,29.08604,-98.81974,-95.87795,310.8175,44.0
2025-01-07 21:01:00,33.08197,33.08197,-101.09895,-101.09895,311.79,72.0
2025-01-07 21:05:00,46.7831,46.79369,-109.17326,-109.15777,360.6475,40.75
2025-01-07 22:39:00,34.03671,34.08174,-118.6155,-118.5003,373.96857142857147,77.5
2025-01-08 00:15:00,19.39668,19.41067,-155.29517,-155.27946,337.74666666666667,83.33333333333333
2025-01-08 04:42:00,34.03177,34.20112,-118.66043,-118.06078,378.4640000000001,95.44444444444444
2025-01-08 04:44:00,46.30726,46.30726,-117.7062,-117.7062,321.36,100.0
2025-01-08 07:54:00,19.40676,19.40952,-155.29776,-155.27547,326.7266666666667,75.66666666666667
2025-01-08 10:42:00,32.73682,34.33711,-118.66365,-114.52255,358.72596153846155,93.11538461538461
2025-01-08 12:25:00,19.41062,19.41062,-155.27327,-155.27327,315.71,89.0
2025-01-08 15:01:00,38.72482,38.72482,-75.93566,-75.93566,306.0,63.0
2025-01-08 15:03:00,30.37343,34.12072,-84.45493,-78.09119,312.1022222222222,66.22222222222223
2025-01-08 15:05:00,26.64197,28.77066,-81.60374,-80.42316,318.830909090909,69.36363636363636
2025-01-08 16:39:00,40.72039,40.72039,-95.3868,-95.3868,300.71,41.0
2025-01-08 16:41:00,33.79963,33.79963,-100.19319,-100.19319,303.89,57.0
2025-01-08 18:19:00,34.0658,39.6992,-121.82111,-118.03768,352.70025641025643,77.87179487179488
2025-01-08 19:59:00,25.95952,25.95952,-81.08943,-81.08943,315.88,53.0
2025-01-08 20:01:00,27.81076,33.77218,-94.74197,-81.32022,315.5461224489796,65.23809523809524
2025-01-08 20:04:00,33.43954,37.96897,-96.1516,-81.29607,304.91333333333336,53.666666666666664
2025-01-08 21:42:00,33.21095,36.14734,-121.08159,-117.30167,359.69257575757575,84.07575757575758
2025-01-08 21:44:00,37.42342,39.6959,-122.65385,-119.82182,303.296,48.4
2025-01-09 00:54:00,19.39821,19.40148,-155.29439,-155.27957,344.54333333333335,83.66666666666667
2025-01-09 05:20:00,34.04495,34.21839,-118.68489,-118.027,335.97230769230765,81.8076923076923
2025-01-09 05:22:00,40.49093,40.49093,-123.7383,-123.7383,315.37,91.0
2025-01-09 08:07:00,25.99456,25.99456,-81.0667,-81.0667,303.53,56.0
2025-01-09 11:21:00,34.0744,34.10242,-118.66127,-118.49423,323.40999999999997,87.63636363636364
2025-01-09 15:43:00,27.70435,33.69557,-87.13809,-81.24603,307.8894736842105,61.526315789473685
2025-01-09 15:45:00,25.48416,26.87916,-81.85313,-80.55106,322.1255555555556,73.22222222222223
2025-01-09 17:21:00,32.5937,34.23383,-118.68077,-116.35831,363.81481481481484,89.03703703703704
2025-01-09 18:57:00,42.87638,42.87638,-124.40611,-124.40611,301.84,49.0
2025-01-09 19:00:00,41.01759,41.01759,-123.95339,-123.95339,307.72,66.0
2025-01-09 19:02:00,25.98321,27.78232,-82.09863,-80.46114,320.8985294117647,69.38235294117646
2025-01-09 19:04:00,28.24891,36.79694,-86.34344,-78.00834,311.1885915492957,62.54929577464789
2025-01-09 20:42:00,30.52674,30.96071,-103.45271,-102.88521,305.4,49.0
2025-01-09 22:22:00,34.06522,38.4996,-121.94214,-118.06201,348.6430769230769,83.5
2025-01-09 22:24:00,39.78396,46.66524,-124.4185,-121.23605,305.52866666666665,52.53333333333333
2025-01-10 02:42:00,26.017,32.36509,-82.62653,-81.03643,301.055,36.0
2025-01-10 02:45:00,33.12514,33.12514,-82.14232,-82.14232,304.34,60.0
2025-01-10 04:21:00,34.08121,34.23541,-118.54908,-118.07671,325.75181818181824,81.0
2025-01-10 10:21:00,32.84612,34.23211,-118.68625,-115.27899,323.8645454545454,80.0
